SKU;Date;Stock
03de0be7-061f-495f-b358-10edfa876017;2023-07;4536
8ca41424-c296-4566-8f1f-4681847a8b79;2023-07;8307,6
65f7bd29-b1fc-4289-a93b-f29bf9aa1eb1;2023-07;2,8
d4412dc5-cd13-46a0-aab3-29231abe6849;2023-07;20928,6
f0c90f64-d799-496d-a0d0-7e61f46e9467;2023-07;9529,8
21838def-10ff-4b73-aca0-61b193ff5307;2023-07;34118
ebf1053d-c1d3-43fe-ab10-b6bbbc836965;2023-07;6783
34810f3d-ada3-450d-afb5-d3f4048bf707;2023-07;183283,8
858fb663-8a4b-4ac4-8be5-2608fa94324d;2023-07;2371,6
168cd6a6-b2db-418f-a732-46951103ba14;2023-07;11277
cd5c784e-fe50-4043-b6cf-c5aed0f98310;2023-07;9077,6
adc1cf47-ca1a-4c68-b8cb-e32b8ebe6f2e;2023-07;107650,2
a04d9dc0-4e95-45ab-9dbf-be27dcee774f;2023-07;2462,6
ee8c7f4d-eaab-45ab-b045-2216e7f1602f;2023-07;5012
e15a6230-4265-4afc-9236-1441739c5788;2023-07;5545,4
3feed202-e630-4cb5-9220-5bb9cc8ac452;2023-07;4905,6
5e052d5c-a8dd-4f31-a703-918f73fd8c82;2023-07;12404
9250cf86-4e37-42b1-9b5f-2aade931e5a1;2023-07;10382,4
bbb731e5-351b-4877-a300-eba9ef95351c;2023-07;41987,4
daa05e99-24c1-44f2-9e0a-1f9c4fa906b8;2023-07;54220,6
e7ef92db-97f1-47a3-aefb-165309c355d3;2023-07;6158,6
9b38f600-971a-4593-8af3-d84bbcc89872;2023-07;3780
3f2d4e6e-4acd-4d37-a52d-0765f9023006;2023-07;2216,2
8bc31233-be4a-4089-b6dd-1017f72b9d5e;2023-07;1400
ca170c16-93ea-4468-ad5a-b2b39c1ae649;2023-07;1180,2
e965a2df-2326-45b9-a9b2-dcca5dd70acb;2023-07;4233,6
75671d2a-1bc3-420c-bc53-be0b7b7a459e;2023-07;8400
67b2cd49-5dc3-4df3-91d5-d2cf8062324c;2023-07;3355,8
6bbf8c2a-85cd-4535-bc8f-102dd89fc8f1;2023-07;887,6
5ce81370-3405-4303-b733-d49b4bb6e65e;2023-07;4620
17a5a4eb-085d-441f-a315-52cae7e33a4a;2023-07;1286,6
0c7a6500-d3c3-45b8-a0c0-86d47a742aeb;2023-07;29330
edab920d-9da3-4504-8430-4c8591ff1b6e;2023-07;35918,4
f457c46f-da6a-4b4b-974e-3a6696899e1c;2023-07;616
75d7bc8f-7376-4401-a3ee-c070962b049e;2023-07;4260,2
5f0f394f-0cb2-499b-9171-146ad2cabf93;2023-07;754230,4
f4b57eb5-ebd6-49fb-ac39-9962f9ace466;2023-07;319078,2
16184494-4718-46ae-8a3d-04bc665244b9;2023-07;3040,8
949b8ca6-5963-4b2f-868c-9d6d6f503af4;2023-07;4009,6
5c2a76aa-c7f7-4aa7-b1bc-711f0430e59c;2023-07;4068,4
9b437911-cbcd-47e5-91c2-e65b09a5a53a;2023-07;4620
b4b3542b-49a7-4388-a441-0b249d407a96;2023-07;4037,6
434b07df-cc44-44c9-a593-745ce4e4def6;2023-07;8573,6
dcd82e2e-7882-4f69-bb9f-8da37e9310a8;2023-07;7532
5b7ac2a7-8630-40c0-ab36-8790bdd5b72d;2023-07;24231,2
fc571112-637d-46f8-9f38-eeb5246bfa29;2023-07;10479
fd078289-6031-4f18-be1f-6249a2450875;2023-07;3060,4
a36a070b-cac8-41d4-9d01-3f940fcee262;2023-07;10386,6
48a29b2b-5f5c-47df-a214-289c3b314556;2023-07;12950
1dbbab88-64d7-4743-8325-1c6a5a2db166;2023-07;3239,6
c2141fad-20e4-4e27-a939-99b4f25ec16e;2023-07;17220
970802cb-bf82-4d54-bced-5fd53cd9faf2;2023-07;46547,2
15d10c64-732a-4293-87e6-1901179fb7d5;2023-07;21
63aea407-7a99-4bd1-bb15-344bde13eb34;2023-07;16636,2
825f4404-466c-4219-ad6c-ea0d9396e174;2023-07;4113,2
eb798e7f-bd15-4ad1-a044-69e5ffad569d;2023-07;8761,2
bb04b19d-d6ba-4584-aa76-47221f5f2a2c;2023-07;1265,6
b798a82b-5312-4fe5-9361-4aecc19a1a5e;2023-07;5208
